Index,Link,Price,Condition,Year,Papers,Box,Brand,Model,Reference,Movement,Dimensions,Gender,SKU,Case,Bracelet,Crystal,Dial Color,Features,Missed Prices,Condition Category
1922,https://www.chronext.com/ulysse-nardin/diver/263-10-3r-93/C57453,6290,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Ulysse Nardin,Diver Chronometer,263-10-3R/93,Automatic,44mm,Male,C57453,Stainless Steel,Rubber,Sapphire,Blue,"['Date', 'Luminescent Hands', 'Luminescent Indexes', 'Power Reserve Indicator', 'Screw Down Crown', 'Small Second', 'Minute', 'Hour']","USD 6,290",Unworn - New
1923,https://www.chronext.com/tudor/heritage/70330n/V14376,3530,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Tudor,Heritage Chrono,70330N,Automatic,42mm,Male,V14376,Stainless Steel,Stainless Steel,Sapphire,Black,"['Date', 'Luminescent Hands', 'Luminescent Indexes', 'Rotating Bezel', 'Screw Down Crown', 'Screw Down Push Buttons', 'Small Second', 'Water Resistant', 'Minute', 'Hour', 'Central Second']","USD 3,530",Unworn - New
1924,https://www.chronext.com/omega/seamaster/233-20-41-21-01-001/S2066,12600,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Omega,Seamaster 300 Master Co-Axial,233.20.41.21.01.001,Automatic,41mm,Male,S2066,Stainless Steel Rose Gold,Stainless Steel Rose Gold,Sapphire,Black,"['Luminescent Hands', 'Luminescent Indexes', 'Water Resistant', 'Minute', 'Hour', 'Central Second']",,Unworn - New
1925,https://www.chronext.com/hublot/big-bang/301-px-130-rx/001470,33600,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Hublot,Big Bang Chronograph,301.PX.130.RX,Automatic,44mm,Male,001470,Rose Gold,Rubber,Sapphire,Black,"['Date', 'Small Second', 'Minute', 'Hour', 'Chronograph']",,Unworn - New
1926,https://www.chronext.com/rolex/datejust/126201/V30228,18810,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Rolex,Datejust 36,126201,Automatic,36mm,Unisex,V30228,Stainless Steel Rose Gold,Stainless Steel Rose Gold,Sapphire,Rose,"['Date', 'Diamonds', 'Screw Down Crown', 'Minute', 'Hour', 'Central Second', 'Chronometer']",,Unworn - New
1927,https://www.chronext.com/hublot/classic-fusion/525-nx-0139-vr-wcc15/U4253,12980,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Hublot,Classic Fusion Michael Clarke,525.NX.0139.VR.WCC15,Automatic,45mm,Male,U4253,Titanium,Rubber Calf Leather,Sapphire,Transparent,"['Minute', 'Hour']","USD 12,980",Unworn - New
1928,https://www.chronext.com/u-boat/chimera/7177/C51463,7570,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,U-Boat,Chimera Carbonio Ltd.,7177,Automatic,48mm,Male,C51463,Carbon,Calf Leather,Sapphire,Black,"['Date', 'Second Timezone', 'Luminescent Hands', 'Luminescent Indexes', 'Small Second', 'Minute', 'Hour', 'Chronograph']","USD 7,570",Unworn - New
1929,https://www.chronext.com/rolex/datejust/278271/V30232,17570,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Rolex,Datejust 31,278271,Automatic,31mm,Female,V30232,Stainless Steel Rose Gold,Stainless Steel Rose Gold,Sapphire,Violet,"['Date', 'Diamonds', 'Screw Down Crown', 'Minute', 'Hour', 'Central Second', 'Chronometer']",,Unworn - New
1930,https://www.chronext.com/cartier/panthere/wgpn0009/C77470,21260,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Cartier,Panthère,WGPN0009,Quartz,37mm,Unisex,C77470,Yellow Gold,Yellow Gold,Sapphire,Silver,"['Minute', 'Hour']","USD 21,260",Unworn - New
1931,https://www.chronext.com/tag-heuer/heritage/cr2080-fc6375/V29821,4810,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Tag Heuer,Heritage Calibre 17 Automatic Chronograph,CR2080.FC6375,Automatic,42mm,Male,V29821,Titanium,Calf Leather,Sapphire,Black,"['Date', 'Small Second', 'Tachymeter', 'Minute', 'Hour', 'Chronograph']","USD 4,810",Unworn - New
1932,https://www.chronext.com/zenith/defy/10-9000-9004-96-r921/V18844,14170,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Zenith,Defy El Primero 21,10.9000.9004.96.R921,Automatic,44mm,Male,V18844,Carbon,Rubber,Sapphire,Transparent,"['Power Reserve Indicator', 'Small Second', 'Minute', 'Hour', 'Chronograph']",,Unworn - New
1933,https://www.chronext.com/patek-philippe/complications/7234r-001/V18623,55410,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Patek Philippe,Complications,7234R-001,Automatic,37.5mm,Unisex,V18623,Rose Gold,Calf Leather,Sapphire,Brown,"['Day / Night Indicator', 'Second Timezone', 'Hands Date', 'Luminescent Hands', 'Luminescent Indexes', 'Screw Down Crown', 'Screw Down Push Buttons', 'Minute', 'Hour', 'Central Second']",,Unworn - New
1934,https://www.chronext.com/tag-heuer/carrera/wbg1315-fc6412/L33583,3830,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Tag Heuer,Carrera,WBG1315.FC6412,Quartz,36mm,Female,L33583,Stainless Steel,Rubber Calf Leather,Sapphire,Mother of Pearl,"['Date', 'Diamonds', 'Luminescent Hands', 'Minute', 'Hour', 'Central Second']","USD 3,830",Unworn - New
1935,https://www.chronext.com/ulysse-nardin/marine/266-10-3-93/S4563,23620,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Ulysse Nardin,Marine Diver,266-10-3/93,Automatic,44mm,Male,S4563,Rose Gold,Rubber,Sapphire,Blue,"['Date', 'Luminescent Hands', 'Luminescent Indexes', 'Power Reserve Indicator', 'Rotating Bezel', 'Screw Down Crown', 'Small Second', 'Water Resistant', 'Minute', 'Hour']","USD 23,620",Unworn - New
1936,https://www.chronext.com/omega/de-ville/424-20-33-20-05-002/U1210,7100,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Omega,De Ville Prestige Co-Axial,424.20.33.20.05.002,Automatic,32.7mm,Female,U1210,Stainless Steel Red Gold,Stainless Steel Red Gold,Sapphire,White,"['Date', 'Minute', 'Hour', 'Central Second', 'Chronometer', 'Co-Axial']",,Unworn - New
1937,https://www.chronext.com/rolex/datejust/278341rbr/V15181,17410,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Rolex,Datejust 31,278341RBR,Automatic,31mm,Female,V15181,Stainless Steel Rose Gold,Stainless Steel Rose Gold,Sapphire,Rose,"['Date', 'Diamonds', 'Screw Down Crown', 'Minute', 'Hour', 'Central Second', 'Chronometer']","USD 17,410",Unworn - New
1938,https://www.chronext.com/omega/seamaster/233-90-41-21-03-001/V29806,7580,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Omega,Seamaster 300 Master Co-Axial,233.90.41.21.03.001,Automatic,41mm,Male,V29806,Titanium,Titanium,Sapphire,Blue,"['Luminescent Hands', 'Water Resistant', 'Minute', 'Hour']",,Unworn - New
1939,https://www.chronext.com/blancpain/fifty-fathoms/5000-1110-naka/U1805,8060,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Blancpain,Fifty Fathoms Bathyscaphe,5000-1110-NAKA,Automatic,43mm,Male,U1805,Stainless Steel,Textile,Sapphire,Black,"['Date', 'Luminescent Hands', 'Luminescent Indexes', 'Rotating Bezel', 'Minute', 'Hour', 'Central Second']","USD 8,060",Unworn - New
1940,https://www.chronext.com/omega/speedmaster/331-10-42-51-01-001/S2174,6290,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Omega,Speedmaster 57 Co-Axial Chronograph,331.10.42.51.01.001,Automatic,41.5mm,Male,S2174,Stainless Steel,Stainless Steel,Sapphire,Black,"['Date', 'Luminescent Hands', 'Luminescent Indexes', 'Small Second', 'Tachymeter', 'Water Resistant', 'Minute', 'Hour', 'Chronograph', 'Chronometer', 'Co-Axial']","USD 6,290",Unworn - New
1941,https://www.chronext.com/chanel/j12/h6186/V17089,4910,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Chanel,J12 Phantom,H6186,Automatic,38mm,Unisex,V17089,Stainless Steel Ceramic,Ceramic,Sapphire,White,"['Luminescent Hands', 'Luminescent Indexes', 'Rotating Bezel', 'Screw Down Crown', 'Minute', 'Hour', 'Central Second']","USD 4,910",Unworn - New
1942,https://www.chronext.com/rolex/datejust/126284rbr/V15336,23130,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Rolex,Datejust 36,126284RBR,Automatic,36mm,Unisex,V15336,Stainless Steel White Gold,Stainless Steel,Sapphire,Blue,"['Date', 'Diamonds', 'Screw Down Crown', 'Minute', 'Hour', 'Central Second', 'Chronometer']","USD 23,130",Unworn - New
1943,https://www.chronext.com/omega/de-ville/424-55-27-60-58-001/C77207,23550,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Omega,De Ville Prestige Quartz,424.55.27.60.58.001,Quartz,27.4mm,Female,C77207,Yellow Gold,Yellow Gold,Sapphire,Gold,"['Diamonds', 'Minute', 'Hour']",,Unworn - New
1944,https://www.chronext.com/rolex/datejust/278273/V30226,14040,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Rolex,Datejust 31,278273,Automatic,31mm,Female,V30226,Stainless Steel Yellow Gold,Stainless Steel Yellow Gold,Sapphire,White,"['Date', 'Screw Down Crown', 'Minute', 'Hour', 'Central Second', 'Chronometer']",,Unworn - New
1945,https://www.chronext.com/omega/de-ville/424-50-24-60-08-001/C77202,12100,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Omega,De Ville Prestige Quartz,424.50.24.60.08.001,Quartz,24.4mm,Female,C77202,Yellow Gold,Yellow Gold,Sapphire,Gold,"['Minute', 'Hour']","USD 12,100",Unworn - New
1946,https://www.chronext.com/nomos/ahoi/561/C58022,3190,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Nomos,Ahoi neomatik Atlantik,561,Automatic,36.3mm,Female,C58022,Stainless Steel,Textile,Sapphire,Blue,"['Luminescent Hands', 'Small Second', 'Minute', 'Hour']",,Unworn - New
1947,https://www.chronext.com/omega/speedmaster/331-92-42-51-04-001/U3427,7270,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Omega,Speedmaster '57 Co-Axial Chronograph,331.92.42.51.04.001,Automatic,41.5mm,Male,U3427,Titanium,Calf Leather,Sapphire,White,"['Date', 'Luminescent Indexes', 'Small Second', 'Tachymeter', 'Minute', 'Hour', 'Chronograph', 'Chronometer', 'Co-Axial']","USD 7,270",Unworn - New
1948,https://www.chronext.com/zenith/chronomaster/03-2040-400-69-r576/V18806,5600,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Zenith,Chronomaster El Primero,03.2040.400.69.R576,Automatic,42mm,Male,V18806,Stainless Steel,Rubber,Sapphire,Silver,"['Date', 'Luminescent Hands', 'Luminescent Indexes', 'Small Second', 'Tachymeter', 'Minute', 'Hour', 'Chronograph']","USD 5,600",Unworn - New
1949,https://www.chronext.com/omega/speedmaster/331-12-42-51-02-002/U3425,6090,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Omega,Speedmaster '57 Co-Axial Chronograph,331.12.42.51.02.002,Automatic,41.5mm,Male,U3425,Stainless Steel,Calf Leather,Sapphire,Silver,"['Date', 'Luminescent Indexes', 'Small Second', 'Tachymeter', 'Minute', 'Hour', 'Chronograph', 'Chronometer', 'Co-Axial']","USD 6,090",Unworn - New
1950,https://www.chronext.com/chanel/j12/h5705/V16123,5700,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Chanel,J12,H5705,Automatic,38mm,Unisex,V16123,Ceramic Steel,Ceramic,Sapphire,White,"['Date', 'Diamonds', 'Luminescent Hands', 'Luminescent Indexes', 'Rotating Bezel', 'Screw Down Crown', 'Minute', 'Hour', 'Central Second']","USD 5,700",Unworn - New
1951,https://www.chronext.com/nomos/lambda/930/S2237,13590,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Nomos,Lambda Roségold,930,Manual Wind,42mm,Male,S2237,Rose Gold,Horse Leather,Sapphire,White,"['Power Reserve Indicator', 'Small Second', 'Minute', 'Hour']",,Unworn - New
1952,https://www.chronext.com/rolex/day-date/228348rbr/V18584,65660,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Rolex,Day-Date 40,228348RBR,Automatic,40mm,Male,V18584,Yellow Gold,Yellow Gold,Sapphire,Black,"['Day Date', 'Diamonds', 'Screw Down Crown', 'Minute', 'Hour', 'Central Second', 'Chronometer']","USD 65,660",Unworn - New
1953,https://www.chronext.com/iwc/aquatimer/iw376803/004424,6850,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,IWC,Aquatimer Chronograph,IW376803,Automatic,44mm,Male,004424,Stainless Steel,Rubber,Sapphire,Black,"['Date', 'Power Reserve Indicator', 'Rotating Bezel', 'Screw Down Crown', 'Small Second', 'Water Resistant', 'Minute', 'Hour', 'Chronograph']",,Unworn - New
1954,https://www.chronext.com/cartier/ballon-bleu/w6920046/V29855,5600,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Cartier,Ballon Bleu,W6920046,Automatic,36.6mm,Female,V29855,Stainless Steel,Stainless Steel,Sapphire,Silver,"['Water Resistant', 'Minute', 'Hour']","USD 5,600",Unworn - New
1955,https://www.chronext.com/rolex/sky-dweller/326935/V14249,69580,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Rolex,Sky-Dweller,326935,Automatic,42mm,Male,V14249,Rose Gold,Rose Gold,Sapphire,White,"['Date', 'Second Timezone', 'Luminescent Hands', 'Luminescent Indexes', 'Rotating Bezel', 'Screw Down Crown', 'Minute', 'Hour', 'Central Second']",,Unworn - New
1956,https://www.chronext.com/grand-seiko/sport-kollektion/sbge215/V19421,6190,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Grand Seiko,Sport Kollektion,SBGE215,Automatic,44mm,Male,V19421,Titanium,Titanium,Sapphire,Black,"['Date', 'Second Timezone', 'Luminescent Hands', 'Luminescent Indexes', 'Power Reserve Indicator', 'Rotating Bezel', 'Screw Down Crown', 'Water Resistant', 'Minute', 'Hour', 'Central Second']",,Unworn - New
1957,https://www.chronext.com/omega/de-ville/424-50-27-60-05-001/U3386,18850,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Omega,De Ville Prestige Quartz,424.50.27.60.05.001,Quartz,27.4mm,Female,U3386,Yellow Gold,Yellow Gold,Sapphire,White,"['Minute', 'Hour']",,Unworn - New
1958,https://www.chronext.com/hublot/big-bang/406-ci-0170-rx/C78001,47450,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Hublot,Big Bang Unico Perpetual Calendar Black Magic,406.CI.0170.RX,Automatic,45mm,Male,C78001,Ceramic,Rubber,Sapphire,Transparent,"['Day Date', 'Flyback', 'Luminescent Hands', 'Luminescent Indexes', 'Moonphase', 'Perpetual Calendar', 'Minute', 'Hour', 'Chronograph']","USD 47,450",Unworn - New
1959,https://www.chronext.com/patek-philippe/nautilus/7010-1r-011/V19536,101660,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Patek Philippe,Nautilus,7010/1R-011,Quartz,32mm,Female,V19536,Rose Gold,Rose Gold,Sapphire,Silver,"['Date', 'Diamonds', 'Luminescent Hands', 'Luminescent Indexes', 'Minute', 'Hour', 'Central Second']",,Unworn - New
1960,https://www.chronext.com/omega/speedmaster/329-32-44-51-01-001/C57955,8450,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Omega,Speedmaster Racing,329.32.44.51.01.001,Automatic,44.25mm,Male,C57955,Stainless Steel,Calf Leather,Sapphire,Black,"['Date', 'Luminescent Hands', 'Luminescent Indexes', 'Magnetic Shielding', 'Small Second', 'Tachymeter', 'Minute', 'Hour', 'Chronograph', 'Chronometer', 'Co-Axial']",,Unworn - New
1961,https://www.chronext.com/omega/de-ville/424-50-37-20-03-001/U3356,24200,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Omega,De Ville Prestige Co-Axial,424.50.37.20.03.001,Automatic,36.8mm,Male,U3356,Yellow Gold,Yellow Gold,Sapphire,Blue,"['Date', 'Minute', 'Hour', 'Chronometer', 'Co-Axial']",,Unworn - New
1962,https://www.chronext.com/hublot/classic-fusion/541-nx-1171-nx/C77055,8850,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Hublot,Classic Fusion,541.NX.1171.NX,Automatic,42mm,Male,C77055,Titanium,Titanium,Sapphire,Black,"['Date', 'Small Second', 'Minute', 'Hour', 'Chronograph']","USD 8,850",Unworn - New
1963,https://www.chronext.com/omega/speedmaster/331-12-42-51-01-002/S2177,8900,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Omega,Speedmaster 57 Co-Axial Chronograph,331.12.42.51.01.002,Automatic,41.5mm,Male,S2177,Stainless Steel,Calf Leather,Sapphire,Black,"['Date', 'Luminescent Hands', 'Luminescent Indexes', 'Small Second', 'Tachymeter', 'Water Resistant', 'Minute', 'Hour', 'Chronograph', 'Chronometer', 'Co-Axial']",,Unworn - New
1964,https://www.chronext.com/omega/constellation/131-25-25-60-55-002/V19983,6290,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Omega,Constellation Manhattan,131.25.25.60.55.002,Quartz,25mm,Female,V19983,Stainless Steel Yellow Gold,Stainless Steel Yellow Gold,Sapphire,White,"['Diamonds', 'Minute', 'Hour']","USD 6,290",Unworn - New
1965,https://www.chronext.com/panerai/submersible/pam00960/V11807,15450,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Panerai,Submersible Carbotech™,PAM00960,Automatic,42mm,Male,V11807,Carbon,Rubber,Sapphire,Black,"['Date', 'Luminescent Hands', 'Luminescent Indexes', 'Small Second', 'Minute', 'Hour']","USD 15,450",Unworn - New
1966,https://www.chronext.com/omega/seamaster/215-98-46-22-01-002/V19998,152730,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Omega,Seamaster Planet Ocean 600M,215.98.46.22.01.002,Automatic,45.5mm,Male,V19998,Ceramic,Leather,Sapphire,Black,"['Date', 'Diamonds', 'Second Timezone', 'Helium Valve', 'Magnetic Shielding', 'Rotating Bezel', 'Screw Down Crown', 'Water Resistant', 'Minute', 'Hour', 'Central Second', 'Chronometer', 'Co-Axial']","USD 152,730",Unworn - New
1967,https://www.chronext.com/omega/constellation/131-10-29-20-52-001/V19922,5400,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Omega,Constellation Manhattan,131.10.29.20.52.001,Automatic,29mm,Female,V19922,Stainless Steel,Stainless Steel,Sapphire,Silver,"['Date', 'Diamonds', 'Magnetic Shielding', 'Minute', 'Hour', 'Central Second', 'Chronometer', 'Co-Axial']","USD 5,400",Unworn - New
1968,https://www.chronext.com/hublot/big-bang/441-nm-1170-rx/C78129,18800,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Hublot,Big Bang Unico Titanium Ceramic,441.NM.1170.RX,Automatic,42mm,Male,C78129,Ceramic Titanium,Rubber,Sapphire,Black,"['Date', 'Flyback', 'Luminescent Hands', 'Luminescent Indexes', 'Small Second', 'Minute', 'Hour', 'Chronograph']",,Unworn - New
1969,https://www.chronext.com/patek-philippe/aquanaut/5067a-024/V13580,36380,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Patek Philippe,Aquanaut,5067A-024,Quartz,35.6mm,Female,V13580,Stainless Steel,Rubber,Sapphire,White,"['Date', 'Diamonds', 'Luminescent Hands', 'Luminescent Indexes', 'Screw Down Crown', 'Minute', 'Hour', 'Central Second']","USD 36,380",Unworn - New
1970,https://www.chronext.com/glashuette-original/seventies/2-39-47-13-12-14/C57248,8550,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Glashütte Original,Seventies Panorama Date,2-39-47-13-12-14,Automatic,40mm,Male,C57248,Stainless Steel,Stainless Steel,Sapphire,Blue,"['Date', 'Luminescent Hands', 'Screw Down Crown', 'Minute', 'Hour', 'Central Second']","USD 8,550",Unworn - New
1971,https://www.chronext.com/tudor/black-bay/79733n/V29937,3120,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Tudor,Black Bay S&G,79733N,Automatic,41mm,Male,V29937,Stainless Steel,Leather,Sapphire,Gold,"['Date', 'Rotating Bezel', 'Minute', 'Hour', 'Central Second', 'Chronometer']",,Unworn - New
1972,https://www.chronext.com/omega/speedmaster/331-12-42-51-03-001/004383,6090,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Omega,Speedmaster 57 Co-Axial Chronograph,331.12.42.51.03.001,Automatic,41.5mm,Male,004383,Stainless Steel,Calf Leather,Sapphire,Blue,"['Date', 'Small Second', 'Tachymeter', 'Water Resistant', 'Minute', 'Hour', 'Chronograph', 'Chronometer', 'Co-Axial']","USD 6,090",Unworn - New
1973,https://www.chronext.com/panerai/luminor/pam00692/V29705,11440,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Panerai,Luminor Submersible 1950 BMG-TECH™ 3 Days Automatic,PAM00692,Automatic,47mm,Male,V29705,Bracelet,Rubber,Sapphire,Blue,"['Date', 'Luminescent Hands', 'Luminescent Indexes', 'Rotating Bezel', 'Small Second', 'Minute', 'Hour']",,Unworn - New
1974,https://www.chronext.com/omega/seamaster/210-62-42-20-03-001/V14855,23100,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Omega,Seamaster Diver 300m,210.62.42.20.03.001,Automatic,42mm,Male,V14855,Rose Gold,Rubber,Sapphire,Blue,"['Date', 'Helium Valve', 'Luminescent Hands', 'Luminescent Indexes', 'Magnetic Shielding', 'Rotating Bezel', 'Screw Down Crown', 'Water Resistant', 'Minute', 'Hour', 'Central Second', 'Chronometer', 'Co-Axial']",,Unworn - New
1975,https://www.chronext.com/chanel/j12/h0968/U1871,3630,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Chanel,J12,H0968,Quartz,33mm,Female,U1871,Stainless Steel Ceramic,Ceramic,Sapphire,White,"['Date', 'Rotating Bezel', 'Screw Down Crown', 'Minute', 'Hour', 'Central Second']","USD 3,630",Unworn - New
1976,https://www.chronext.com/omega/constellation/127-15-27-20-55-001/C60566,10650,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Omega,Constellation Co-Axial Master Chronometer Small Seconds,127.15.27.20.55.001,Automatic,27mm,Female,C60566,Stainless Steel,Stainless Steel,Sapphire,Mother of Pearl,"['Minute', 'Hour']",,Unworn - New
1977,https://www.chronext.com/hublot/classic-fusion/581-nx-1170-nx/S3485,5400,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Hublot,Classic Fusion,581.NX.1170.NX,Quartz,33mm,Female,S3485,Titanium,Titanium,Sapphire,Black,"['Date', 'Water Resistant', 'Minute', 'Hour', 'Central Second']","USD 5,400",Unworn - New
1978,https://www.chronext.com/glashuette-original/seaq/1-36-13-01-80-08/V18963,9050,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Glashütte Original,SeaQ Panoramadatum,1-36-13-01-80-08,Automatic,43.2mm,Male,V18963,Stainless Steel,Textile,Sapphire,Black,"['Date', 'Luminescent Hands', 'Luminescent Indexes', 'Rotating Bezel', 'Water Resistant', 'Minute', 'Hour', 'Central Second']","USD 9,050",Unworn - New
1979,https://www.chronext.com/hublot/big-bang/411-es-5119-rx/V19442,20900,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Hublot,Big Bang Unico Blue Magic,411.ES.5119.RX,Automatic,45mm,Male,V19442,Ceramic,Rubber,Sapphire,Transparent,"['Date', 'Water Resistant', 'Minute', 'Hour', 'Central Second']",,Unworn - New
1980,https://www.chronext.com/ulysse-nardin/diver/1503-151-3-92/C57442,9440,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Ulysse Nardin,Diver Chronograph,1503-151-3/92,Automatic,44mm,Male,C57442,Stainless Steel,Rubber,Sapphire,Black,"['Date', 'Luminescent Hands', 'Luminescent Indexes', 'Screw Down Crown', 'Small Second', 'Minute', 'Hour', 'Chronograph']","USD 9,440",Unworn - New
1981,https://www.chronext.com/patek-philippe/nautilus/7010-1r-012/V13706,70820,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Patek Philippe,Nautilus,7010/1R-012,Quartz,32mm,Female,V13706,Rose Gold,Rose Gold,Sapphire,Gold,"['Date', 'Diamonds', 'Luminescent Hands', 'Luminescent Indexes', 'Minute', 'Hour', 'Central Second']","USD 70,820",Unworn - New
1982,https://www.chronext.com/tag-heuer/aquaracer/wbd1321-bb0320/L33427,3630,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Tag Heuer,Aquaracer,WBD1321.BB0320,Quartz,32mm,Female,L33427,Stainless Steel Yellow Gold,Stainless Steel Yellow Gold,Sapphire,Mother of Pearl,"['Date', 'Diamonds', 'Luminescent Hands', 'Luminescent Indexes', 'Rotating Bezel', 'Screw Down Crown', 'Minute', 'Hour', 'Central Second']","USD 3,630",Unworn - New
1983,https://www.chronext.com/tag-heuer/carrera/war1115-fc6392/C77343,4020,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Tag Heuer,Carrera,WAR1115.FC6392,Quartz,39mm,Unisex,C77343,Pvd Coated Steel,Calf Leather,Sapphire,Grey,"['Date', 'Diamonds', 'Minute', 'Hour', 'Central Second']","USD 4,020",Unworn - New
1984,https://www.chronext.com/omega/seamaster/212-30-44-50-01-002/C51655,4230,New and unworn. An inspection by our certified watchmakers guarantees authenticity.,2021.0,Original papers,Original box,Omega,Seamaster Diver 300M Co-Axial Chronograph,212.30.44.50.01.002,Automatic,44mm,Male,C51655,Stainless Steel,Stainless Steel,Sapphire,Black,"['Date', 'Helium Valve', 'Rotating Bezel', 'Screw Down Crown', 'Minute', 'Hour', 'Chronograph', 'Chronometer', 'Co-Axial']",,Unworn - New
